nũng nịu,coddle
núng,flap
núng na núng nính,Na flaky
núng nính,Fluttering
nuộc,puff
nuôi,feed
nuôi bộ,raise
nuôi dưỡng,"feed, take care"
nuôi nấng,nurture
nuối,gossip
nuốm,Nu
nuông,poment
nuông chiều,fondness
nuốt,swallow
nuốt chửng,gulp
nuốt giận,gulp
nuốt hận,gulp
nuốt hờn,swallow
nuốt lời,swallow
nuốt nước bọt,saliva
nuốt sống,swallow
nuốt trôi,swallow
nuốt trửng,swallow
nuốt tươi,devour
nuột,puff
núp,hide
núp bóng,hide
nút,knot
nút áo,shirt button
nư,Nu
nử tử,daughter
nữ,female
nữ công,female
nữ dung,female
nữ giới,female
nữ hạnh,female Hanh
nữ hoàng,Queen
nữ lang,dynasty
nữ lưu,female
nữ nhi,Girls
nữ quyền,Feminist
nữ sắc,female
nữ sĩ,female
nữ sinh,schoolgirl
nữ sử,female history
nữ tính,girly
nữ trang,jewelry
nữ tướng,female general
nưa,nu
nửa,half
nửa chừng,halfway
nửa đêm,midnight
nửa đời,half-life
nửa mùa,half season
nửa úp nửa mở,Half -half -open
nửa vời,half -hearted
nữa,again
nữa khi,again when
nữa là,again
nữa rồi,again
nứa,cork
nức,sob
nức danh,fame
nức lòng,soothing
nức nở,sobbed
nức tiếng,famous
nực,loose
nực cười,ridiculous
nực mùi,smell
nực nội,inner
nưng,nu
nưng niu,coddle
nừng,nh
nứng,excited
nựng,peck
nựng mùi,smell
nước,country
nước bí,extremities
nước bọt,saliva
nước cái,water
nước cất,distilled water
nước chanh,lemonade
nước chấm,dipping sauce
nước chè hai,Tea water two
nước cứng,hard water
nước da,complexion
nước dãi,saliva
nước dùng,water use
nước đá,ice
nước đái,piss
nước đại,gallop
nước độc,poisonous
nước đôi,double water
nước đời,water
nước gạo,rice water
nước giải,award
nước hai,Two
nước hàng,water
nước hoa,perfume
nước kiệu,trot
nước lã,water
nước lọc,water
nước lợ,brackish water
nước lớn,large water
nước lũ,flood
nước máy,machine water
nước mắm,fish sauce
nước mắt,tear
nước mềm,soft water
nước miếng,saliva
nước mũi,nose
nước ngầm,Groundwater
nước ngọt,soft drink
nước non,country
nước nôi,cradle
nước ót,water
nước phép,marvel
nước rút,sprint
nước thuốc,water
nước tiểu,urine
nước vàng,yellow water
nước xuýt,water
nườm nượp,stream
nương,rely
nương bóng,shadow
nương cậy,rely
nương náu,refuge
nương nhờ,rely on
nương nương,Nuong Nuong
nương rẫy,rape
nương tay,carelessly
nương tử,Princess Prince
nương tựa,rely
nường,Nuong
nướng,Grilled
nứt,cracked
nứt mắt,cracking
nứt nẻ,chink
o,o
o bế,O closing
o o,o o
o oe,you are
o-xy,o-xy
o-xy hóa,oxidize
o-xýt,o-xýt
ò e,ò e
ò e í e,í eí e
ó,Oh
ọ ọe,she's
oa oa,you fall
oa trữ,fenced
òa,blow
oác oác,Okay
oách,oh
oạch,bow
oai,oai
oai danh,majestic
oai hùng,majestic
oai linh,majesty
oai nghi,majesty
oai nghiêm,imposing
oai oái,majestic
oai phong,August
oai quyền,majestic
oai vệ,stately
oải,tired
oái oăm,sorrowful
oàm oạp,oh oh
oan,on
oan cừu,sheep
oan gia,injustice in
oan hồn,unjustly
oan khuất,unjust
oan khúc,unjust
oan nghiệp,karma
oan nghiệt,unjustity
oan trái,unjustly
oan uổng,miscarriage of justice
oan ức,unjustly
oản,oh
oán,resentment
oán ghét,resentment
oán giận,Resentment
oán hận,animus
oán hờn,resentment
oán thán,resentment
oán thù,hatred
oán trách,resentment
oang,Oang
oang oác,Oang Oac
oang oang,clarion
oanh,Oanh
oanh kích,bombardment
oanh liệt,glorious
oanh tạc,strafe
oành oạch,Oach
oát,grim
oằn,tumbling
oăng oẳnc,ohe
oắt,Of
oắt con,Oi
oặt,hole
óc,brain
óc ách,yoke
óc đậu,bean brain
óc trâu,buffalo
ọc,rape
ọc ạch,lumbering
ọc ọc,bubbling sounds
oe con,oe with
oe oe,you
oe oé,You are Oé
oẻ,o cheo
ỏe họe,in the same time
ọe,oh
oi,Hi
oi ả,hot
oi bức,muggy
oi khói,oi smoke
oi nước,oi water
òi ọp,Pick up
ỏi,meager
ói,vomiting
ọi,all
om,about
om sòm,om sum
òm ọp,Outline
ỏm,Well
ỏm tỏi,Garlic
ỏn ẻn,Hey
ỏn thót,eagerly
ong,ong
ong bắp cày,giant hornet
ong bầu,bee
ong bướm,Bee moth
ong chúa,Queen bee
ong lỗ,Bee hole
ong mật,honeybee
ong nghệ,Turmeric
ong ruồi,bee flies
ong thợ,worker
ong ve,ONG and
ong vẽ,Ong Draw
ong vò vẽ,honest Bee
òng ọc,Against
ỏng,faint
õng ẹo,mince
óng,iridescent
óng a óng ánh,A iridescent
óng ả,shiny
óng ánh,Iridescent
óng chuốt,Referring
óng óng,Shiny
óp,óp
óp xọp,Small
ọp ẹp,rickety
ót,scruffy
ô,umbrella
ô danh,Danh
ô hay,Oh good
ô hô,oh
ô hợp,Hop
ô kéo,scissors
ô kìa,Oh my
ô lại,re -umbrella
ô long,Oh Long
ô mai,oyster
ô nhiễm,polluted
ô nhục,infamous
ô-rê-ô-mi-xin,olive
ô rô,O RO
ô rút,drawer
ô tạp,oh
ô tô,car
ô-tô,car
ô tô-buýt,Car-Car
ô-tô ca,car
ô-tô du lịch,Tourism car
ô-tô ray,В-Tô ray
ô trọc,bald box
ô uế,unclean
ồ,oh
ồ ạt,Massive
ồ ề,oh
ồ ồ,Oh oh
ổ,drive
ổ bánh,loaves
ổ bi,bearings
ổ chuột,rat-hole
ổ gà,pothole
ổ khóa,lock
ổ lợn,pool
ổ mắt,eye
ố,stain
ộ ệ,A
ốc,snails
ốc bươu,snail
ốc đảo,Oasis
ốc hương,Snail
ốc mượn hồn,snail
ốc nhồi,stuffed snail
ốc sên,snail
ốc vặn,screw
ốc xà cừ,conch
ộc,m
ôi,Oh
ôi thôi,Oh okay
ổi,guava
ổi tàu,guava
ổi trâu,Buffalo guava
ối,amnotes
ối chà,"Oh, oh"
ối chao ôi,Wow
ối trời ơi,Oh my god
ôm,hug
ôm ấp,hug
ôm chân,feet
ôm đồm,hug
ôm-kế,hug
ồm ộp,Never
ốm,Sick
ốm đòn,slash
ốm nhom,thin
ốm o,atrophied
ốm yếu,weak
ôn,Hi beauty
ôn con,Wen
ôn dịch,epidemic
ôn đới,temperate
ôn hòa,mild
ôn tập,review
ôn tồn,mild
ôn tuyền,thermae
ôn vật,review
ồn,noise
ồn ào,noisy
ồn ồn,noise
ổn,is fine
ổn đáng,well -off
ổn định,stability
ổn thỏa,alright
ộn,bustle
ộn ện,``
ông,he
ông anh,Mr. Anh
ông ba mươi,Mr. Thirty
ông bà,grandparent
ông bà ông vải,Mr. and Mrs. Lai
ông cha,father
ông công,Mr. Cong
ông cụ,elderly man
ông cụ non,The old man
 ông địa,Mr. Dia
ông đồng,Mr. Dong
ông gia bà gia,"Mr. Gia, Mrs. Gia"
ông già,old man
ông lão,old man
ông mãnh,Mr. Manh
ông ngoại,grandfather
ông nhạc bà nhạc,Mr. Music Ba Music
ông nội,paternal grandfather
ông ổng,Mr.
ông táo,Tao God
ông tạo,Mr. Tao
ông tổ,Grandfather
ông tơ,Mr. To
ông trời,God
ông từ,Mr. Tu
ông tướng,General
ông vải,Mr. Lai
ông xanh,Mr. Xanh
ồng ộc,m
ổng,He
ống,tube
ống bơm,pump
ống bút,pipe
ống chân,pipe
ống chỉ,spool
ống dẫn,pipe
ống dây,pipe
ống dòm,binoculars
ống điếu,pipe
ống hút,straws
ống khói,chimney
ống máng,gutter
ống nghe,ear piece
ống nghiệm,test tube
ống nhỏ giọt,dropper
ống nhòm,binoculars
ống nhổ,cuspidor
ống phóng,pipe
ống quần,leg
ống quyển,chanter
ống súc,pipe
ống suốt,pipe
ống tay,Sleeveless
ống thăng bằng,level
ống thổi,blower
ống thuốc,pipe
ống thụt,pipe
ống tiêm,syringe
ống tiền,cash tube
ống vôi,lime pipe
ống xoắn,coils
ốp,tap
ốp lép,tiles
ốt dột,leaky
ơ,eh
ơ hay,Good
ơ hờ,Hey
ơ kìa,Hey
ờ,Well
ờ ờ,Oh yeah
ở,live
ở cữ,confinement
ở dưng,in
ở đậu,lodge
ở đợ,in
ở đời,in life
ở không,in zero
ở lạị,accommodation
ở lổ,hole
ở mùa,crop
ở mướn,hire
ở năm,year
ở nể,in respect
ở rể,inhabit
ở riêng,live alone
ở thuê,lease
ở trần,ceiling
ở trọ,accommodation
ở truồng,naked
ở vậy,there
ớ,puff
ớ này,This is
ợ,belch
ơi,yeah
ơi ới,"Oh,"
ời ời,people
ới,Well
ỡm ờ,"Oh, oh"
ớm,raw
ơn,grateful
ơn ớn,grace
ớn,loudly
ớn lạnh,chills
ớn mình,huh me
ớt,Chili
ớt bị,chili
ớt cà chua,Tomato chili
ớt chỉ thiên,chili chili
ớt cựa gà,paprika
ớt hạt tiêu,pepper
ớt hiểm,peppers
ớt sừng bò,horn chili
ớt tây,chili
pa-ra-bon,P-RA-Bon
pa-ra-phin,pa-ra-phin
pác-séc,Pac-Cu
pê-đan,Peran
pha,pha
pha lê,crystal
pha-lê,crystal
pha lửng,mezzanine
pha phôi,embry
pha tiếng,phase
pha trò,waggery
phà,ferry
phá,destroy
phá án,sentence
phá bĩnh,disturbances
phá cách,alternative
phá cỗ,break
phá dải,strip
phá đám,disruptive
phá gia,destroy
phá giá,Price break
phá giới,discriminate
phá hại,destroy
phá hoại,destructive
phá hoang,desert
phá hoẵng,destroy
phá hủy,destroy
phá kỷ lục,break record
phá ngang,horizontal
phá nước,water
phá phách,destroy
phá quấy,harass
phá rối,tangled
phá sản,bankrupt
phá tân,destroy
phá thai,abortion
phá thối,rotten
phá trận,battle
phá trinh,virginity
phá vỡ,break
phác,sketch
phác họa,Sketch
phác thảo,outline
phác thực,realistic
phách,beat
phách lối,bravado
phách tấu,beat
phách trăng,moon
phạch,flutter
phạch phạch,whistling
phai,fade
phai nhạt,fade
phải,right
phải bả,must
phải biết,must know
phải cách,must
phải cái,right
phải chăng,reasonable
phải chi,if
phải dấu,must
phải đạo,must be religious
phải điều,must
phải đòn,must blow
phải đũa,must
phải đường,right
phải gái,right girl
phải giá,right
phải gió,must
phải giờ,must
phải khi,must
phải lại,righteous
phải lẽ,right
phải lòng,fell in love
phải mặt,right face
phải môn,must
phải như,must be like
phải quấy,must be harassed
phải rồi,That's right
phải thời,must
phải tội,criminal
phải vạ,must be
phái,sect
phái bộ,sect
phái đẹp,fair
phái đoàn,delegation
phái sinh,Derivative
phái viên,envoy
phàm,mortal
phàm lệ,mortal
phàm nhân,mortal
phàm phu,mortal
phàm tục,Philistine
phạm,commitment
phạm đồ,Pham Do
phạm húy,violate
phạm luật,offense
phạm nhân,prisoner
phạm pháp,illegal
phạm phòng,Pham Phong
phạm thượng,commendation
phạm trù,categories
phạm vi,range
phàn nàn,complain
phản,antagonistic
phản ảnh,reflect
phản ánh,reflect
phản bội,betray
phản chiến,antagonist
phản chiếu,reflect
phản chiếu suất,reflectivity
phản chứng,antagonistic
phản công,counterattack
phản cung,retract
phản diện,villain
phản đề,antithesis
phản đế,antagonist
phản đối,protest
phản động,reactionary
phản gián,anticipate
phản hồi,feedback
phản kháng,against
phản kích,counterattack
phản lực,Jet
phản nghịch,opposite
phản ngựa,antagonist
phản phúc,counterbalance
phản quốc,treason
phản tặc,trick
phản thùng,counterpart
phản thuyết,counterattack
phản tỉnh,reflective
phản tọa,antagonistic
phản trắc,counterattack
phản ứng,react
phản xạ,reflex
phán,judge
phán đoán,judge
phán quyết,decision
phán thán,exclamation
phán xử,judge
phạn,Sanskrit
phạn ngữ,Sanskrit
phang,phang
phảng phất,float
phạng,puff
phanh,brake
phanh phui,uncovered
phanh thây,brake
phành phạch,Phuc Thach
phao,lifebuoy
phao câu,float
phao ngôn,spoke
phao phí,float
phao tang,float
phào,pattern
pháo,cannon
pháo binh,Artillery
pháo bông,fireworks
pháo cối,mortar
pháo dây,firecracker
pháo đài,fortress
pháo đại,artillery
pháo đập,pound
pháo đùng,firecracker
pháo hiệu,artillery
pháo hoa,firework
pháo kích,shelling
pháo lệnh,command artillery
pháo ống lệnh,command cane
pháo tép,tunnel
pháo thăng thiên,squib
pháo thủ,gunner
pháo thuyền,cannon
pháo tiểu,urinal
pháo tre,bamboo cannon
pháo xì,fox
pháo xiết,tapioca
pháp bảo,dharma
pháp chế,Legislation
pháp danh,the name
pháp lệnh,Order
pháp lí,legal
pháp luật,law
pháp lý,juridical
pháp nhân,legal
pháp sư,magician
pháp thuật,Magical
pháp trị,dharma
pháp trường,Legal cases
pháp viện,court
phát,transmit
phát âm,pronounce
phát ban,rash
phát bệnh,sick
phát biểu,stated
phát canh,develop
phát chán,exasperating
phát chẩn,diagnostic
phát đạt,thrive
phát điện,generate
phát đoan,disclosure
phát động,mobilize
phát giác,discover
phát hành,release
phát hiện,detect
phát hỏa,fire
phát huy,promote
phát kiến,discover
phát lưu,deportation
phát mại,commercial
phát minh,invention
phát ngôn,speak
phát ngũ sắc,iridescent
phát nguyên,derive
phát nương,Phat Lady
phát phì,fattened
phát phiền,bother
phát phù,Phat edema
phát quang,luminescent
phát rẫy,ride
phát sầu,sorrow
phát sinh,incurred
phát sốt,fevered
phát tài,get rich
phát tán,Spread
phát tang,mourning
phát thanh,radio
phát tích,emphasize
phát tiết,release
phát triển,develop
phát vãng,lag
phát xạ,Emission
phát xít,Nazi
phát-xít,Nazi
phát xuất,output
phạt,punish
phạt đền,penalty
phạt góc,corner
phạt mộc,punish
phạt vạ,punish
phau phau,book
phay,milling
phăm phăm,pamper
phăm phắp,pho
phăn phắt,Phien Phuc
phăng,phang
phăng phắc,phang phang
phăng teo,atrophy
phẳng,plane
phẳng lặng,calm
phẳng lì,flat
phẳng phắn,flat
phẳng phiu,smoothness
phắt,bite
phầm phập,fluttering
phẩm,Products
phẩm bình,vase
phẩm cách,dignity
phẩm cấp,product level
phẩm chất,quality
phẩm đề,dignity
phẩm giá,dignity
phẩm hàm,jaw
phẩm hạnh,conduct
phẩm loại,product
phẩm phục,dignity
phẩm trật,dignity
phẩm vật,material
phẩm vị,taste
phân,feces
phân bắc,north
phân bì,package
phân biệt,distinguish
phân bón,fertilizer
phân bố,distribution
phân bua,division
phân cách,separate
phân cấp,decentralize
phân chất,fertilizer
phân chia,share
phân chuồng,manure
phân công,assign
phân cục,division
phân cực,polarization
phân đạm,nitrogenous
phân điểm,score
phân định,assessment
phân giác,bisector
phân giải,resolve
phân hạch,fertilizer
phân hiệu,divergence
phân hoá,divide
phân huỷ,decomposition
phân khoa,faculty
phân kỳ,divergence
phân lân,phosphorus
phân lập,independence
phân liệt,schizophone
phân loại,classify
phân lũ,flood
phân ly,dissociation
phân minh,categorical
phân niệm,feces
phân phát,distribution
phân phối,distribution
phân quyền,decentralize
phân rã,decay
phân rác,waste
phân số,fraction
phân suất,rate
phân tách,separate
phân tán,dispersion
phân tâm,percentage
phân tích,analysis
phân tranh,conflict
phân trần,bare
phân từ,participle
phân tử,molecule
phân tươi,fresh stool
phân ưu,priority
phân vân,puzzled
phân vua,royal
phân xanh,green stool
phân xử,arbitrate
phân xưởng,factory
phần,part
phần cảm,sense
phần đông,majority
phần hồn,soul
phần lẻ,decimal fraction
phần lớn,most
phần mộ,grave
phần nào,part
phần nhiều,almost
phần phật,Buddha
phần phò,part
phần thưởng,reward
phần trăm,percent
phần tử,element
phần ứng,corresponding part
phần việc,part
phẩn,part
phẫn,lumpy
phẫn chí,indignation
phẫn đèn,lampshade
phẫn nộ,angry
phẫn uất,resentful
phấn,chalk
phấn chấn,cheer up
phấn đấu,striving
phấn khởi,exciting
phấn rôm,chalk
phấn sáp,chalk wax
phấn son,makeup
phận,fate
phận sự,incumbent
phấp phỏng,anterior
phấp phới,fluttering
phập,puffy
phập phồng,puff
phất,flutter
phất phơ,stream
phất trần,whisk
phật,Buddha
phật đài,Buddha radio
phật giáo,Buddhism
phật học,Buddhist learning
phật thủ,Buddha
phật tử,Buddhists
phẫu,surgery
phẫu thuật,surgery
phẫu tích,surgery
phây phây,phrioc
phẩy,comma
phe,phe
phe cánh,wing
phe phái,parties
phe phẩy,comma
phè,puffy
phè phè,phoena
phè phỡn,Overindulge
phen,phen
phèn,alum
phèn chua,alum
phèn đen,black alum
phèn phẹt,alum
phèng la,La La
phèng phèng,phoenog
phèo,Pheo
phép,permission
phép chia,division
phép cộng,summation
phép cưới,wedding
phép đo,measurement
phép giải,solve
phép khử,reducing
phép nhà,house
phép nhân,multiplication
phép tắc,rule
phép tính,calculation
phép trừ,Subtraction
phép vua,king
phét,hate
phét lác,scattered
phẹt,puff
phê,get high
phê bình,criticize
phê chuẩn,ratify
phê phán,critical
phề phệ,mandarin
phế,waste
phế bỏ,nullity
phế đế,bone
phế lập,lap
phế nhân,cumulative
phế phẩm,waste
phế tật,disability
phế truất,deposition
phế vật,waste
phế viêm,inflammatory
phệ,pho
phệ nệ,pupil
phệ phệ,phap
phếch,lavish
phên,grab
phễn,PH
phềnh,pháp
phềnh phềnh,Phenh Phenh
phệnh,puffy
phết,spread
phệt,phap
phều phào,pouring
phễu,funnel
phi,phi
phi báo,non -newspaper
phi cảng,airfield
phi công,pilot
phi cơ,aircraft
phi đao,throw knifes
phi đội,Squadron
phi hành đoàn,crew
phi kiếm,Non-sword
phi-la-tốp,Philippines
phi lao,Casuarina
phi lộ,non -highlight
phi lý,absurdity
phi nghĩa,loud
phi ngựa,horse
phi phàm,unearthly
phi pháo,firecracker
phi pháp,illegal
phi quân,demilitarize
phi quân sự,demilitarized
phi tang,non -mourning
phi tần,concubines
phi thường,extraordinary
phi truờng,non -school
phi vô sản,non -proletariat
phi vụ,mission
phi xuất,non -output
phì,enlarged
phì cười,laughing
phì nhiêu,fertile
phì nộn,fertile
phì phà,ferry
phì phèo,fertile
phì phì,fertilizer
phì phị,fertile
phỉ,hazelnut
phỉ báng,libel
phỉ chí,ward
phỉ dạ,fleet
phỉ lòng,fierce
phỉ nguyền,curse
phỉ nhổ,hazard
phỉ phong,phu phu phu
phỉ sức,fierce
phí,fee
phí phạm,waste
phí phạn,Sanskrit fee
phí tổn,cost
phị,pho
phìa,pho
phìa tạo,creation
phía,side
phích,thermos
phịch,grateful
phiếm,gossip
phiếm ái,loving
phiếm chỉ,gossip
phiếm du,gossip
phiếm định,decline
phiếm luận,gossipy
phiếm thần luận,pantheism
phiên,session
phiên âm,spelling
phiên dịch,translate
phiên phiến,session
phiên thuộc,session
phiền,mind
phiền hà,troublesome
phiền lòng,bother
phiền luỵ,troublesome
phiền muộn,depression
phiền não,affliction
phiền nhiễu,annoying
phiền phức,complex
phiền tạp,bother
phiền toái,annoying
phiến,slab
phiến diện,superficial
phiến động,slab
phiến loạn,rebel
phiến ma,ghost
phiết,philosophy
phiệt duyệt,Phiet Duyet
phiêu bạt,adventurous
phiêu lưu,adventure
phiếu,promissory note
phim,film
phím,key
phím loan,Loan keys
phin,phin
phinh phính,PHINH PHINH
phình,bulge
phình phịch,gloomy
phình phình,bulge
phình phĩnh,bulge
phỉnh,foot
phỉnh gạt,chouse
phỉnh mũi,pag
phỉnh phờ,deceptive
phĩnh,pure
phính,pure
phịu,Phiu
pho,pho
phò,pho
phò mã,pho code
phò tá,pho dozer
phó,deputy
phó bảng,deputy board
phó giáp trạng,deputy armor
phó lý,deputy
phó mát,Cool
phó-mát,deputy
phó mặc,assigned
phó sứ,vice
phó thác,leave
phó thương hàn,Korean deputy
phó tiến sĩ,PhD
phó từ,adverbs
phoi,Phoi
phòi,waste
phòi bọt mép,edge foam
phón g đại,exaggeration
phong,wind
phong ba,Phong Ba
phong bao,envelopes
phong bì,envelope
phong cách,style
phong cảnh,scenery
phong cầm,accordion
phong dao,Phong Dao
phong địa,geography
phong độ,formal
phong hóa,weathered
phong hủi,leper
phong kế,anemometer
phong kiến,feudatory
phong lan,Orchid
phong lưu,swell
phong nguyệt,Phong Nguyet
phong nhã,decent
phong phanh,wind brake
phong phú,diverse
phong quang,Phong Quang
phong sương,Phong Suong
phong tặng,awarded
phong thái,manner
phong thanh,Phong Thanh
phong thấp,rheumatism
phong thổ,Phong Tho
phong thủy,Feng Shui
phong thư,envelope
phong tình,Phong Tinh
phong tỏa,blockage
phong trào,Movement
phong trần,Phong Tran
phong tục,tradition
phong tư,Phong Tu
phong tước,Baron
phong văn,style
phong vân,Phong Van
phong vận,windshield
phong vũ biểu,Phong Vu Bieu
phòng,room
phòng ăn,dining room
phòng bệnh,prevention
phòng bị,room
phòng dịch,epidemic room
phòng đảng,party
phòng gian,room
phòng gĩữ,rod
phòng hỏa,fire room
phòng khi,case
phòng không,air room
phòng ngự,defense
phòng ngừa,prevent
phòng nhì,second room
phòng ốc,room
phòng phong,room
phòng thân,body room
phòng thí nghiệm,laboratory
phòng thủ,defense
phòng tối,darkroom
phòng tuyến,line
phòng văn,Literature
phòng xa,far
phỏng,interview
phỏng chừng,roughly
phỏng đoán,guess
phỏng độ,agree
phỏng vấn,interview
phóng,launch
phóng đãng,dissolute
phóng điện,discharge
phóng hoả,fire
phóng khoáng,generous
phóng lãng,romantic
phóng pháo,launcher
phóng sinh,back to life
phóng sự,Reporting
phóng tác,adaptation
phóng tay,hand
phóng thanh,release
phóng thích,release
phóng túng,dissolute
phóng uế,defecated
phóng viên,reporter
phóng xạ,radiation
phót,pho
phọt,pho
phô,show
phô bày,exhibit
phô diễn,show
phô trương,show off
phổ biến,popular
phổ cập,Universal
phổ độ,spectrum
phổ nhạc,music
phổ thông,Common
phố,city
phố phường,streets
phố xá,street
phốc,phoc
phôi,Embryo
phôi pha,phase embryo
phôi sinh học,embryology
phôi thai,embryo
phổi,lung
phổi bò,cow lung
phối cảnh,Perspective
phối hợp,combination
phôm phốp,Phom Phom
phồm phàm,pho
phồn hoa,bustle
phồn thịnh,prosperity
phồn vinh,prosperity
phông,font
phồng,inflated
phổng,rogue
phổng phao,float
phỗng,hide
phốp,phap
phốp pháp,French
phốt-phát,phosphate
phốt-pho,phosphorus
phơ,bolt
phơ phơ,bolt
phờ,lavish
phở,Noodle Soup
phở áp chảo,Pho fried
phở nạm,Pho encrusted
phở nước,water noodle soup
phở tái,Pho is re -
phở xào,fried noodle
phở xốt vang,pho sauce
phơi,dry
phơi bày,exposure
phơi phóng,drying
phơi phới,bolt
phới phới,linger
phơn phớt,felt
phởn,pho
phớn phở,pho
phớt,felt
phớt đều,felt
phớt qua,felt
phớt tỉnh,felt
phu,phu
phu nhân,lady
phu phen,phu phen
phu phụ,fathers
phu quân,husband
phu thê,fiancee
phu trạm,phu
phu tử,phu daughter
phu xe,car
phù,edema
phù chú,budget
phù dâu,bridesmaids
phù du,deciduous
phù dung,edema
phù hiệu,sign
phù hoa,floral
phù hộ,bless
phù hợp,Fit
phù kế,educational
phù phép,witchcraft
phù phiếm,frivolous
phù phù,Phew phew
phù rể,groomsmen
phù sa,Alluvial
phù sinh,educated
phù tá,taat
phù thế,educated
phù thủy,witch
phù trầm,bass
phù trì,educated
phù trợ,support
phù vân,Phu Van
phù xuất,exhaust
phủ,cover
phủ chính,government
phủ doãn,Doan Doan
phủ dụ,lure
phủ đầu,priority
phủ định,negative
phủ nhận,negate
phủ phục,uniform
phủ quyết,veto
phủ tạng,viscera
phủ thừa,excess
phũ,rabid
phũ phàng,abruptness
phú,rich
phú bẩm,rich
phú cường,Phu Cuong
phú hào,Phu Hao
phú hậu,Phu Hau
phú nông,rich farmers
phú ông,Phu Ong
phú quí,wealthy
phú quý,wealth
phú thương,Phu Thuong
phú tính,rich
phụ,extra
phụ âm,consonant
phụ bạc,treacherous
phụ bản,annex
phụ cận,vicinity
phụ cấp,allowance
phụ chánh,chief
phụ đạo,tutoring
phụ động,dynamic
phụ giáo,asistance
phụ hệ,Paternity
phụ họa,sub -disaster
phụ huynh,Parents
phụ khoa,gynecological
phụ khuyết,mistress
phụ lão,lord
phụ lục,Appendix
phụ lực,sub -force
phụ mẫu,parents
phụ nữ,women
phụ tá,assistant
phụ thân,father
phụ thu,surcharge
phụ thuộc,dependent
phụ tình,lovelorn
phụ tố,Fund
phụ trách,to be in charge of
phụ trương,Father Truong
phụ tùng,accessary
phụ tử,patrol
phụ ước,conventional
phụ vận,follower
phúc,blessed
phúc án,blessing
phúc âm,gospel
phúc ấm,blessing
phúc đáp,respond
phúc đức,Phuc Duc
phúc hạch,blessing
phúc hậu,Angel
phúc khảo,re -examination
phúc kích,blessing
phúc lộc,blessing
phúc lợi,Welfare
phúc mạc,Peritoneal
phúc phận,blessing
phúc thẩm,Appeal
phúc thần,blessing
phúc tinh,blessing
phúc tình,blessing
phúc tra,Re-examination
phúc trạch,Phuc Trach
phúc trình,reports
phục,subdue
phục binh,prostrate
phục chức,reinstate
phục cổ,neck
phục dịch,serve
phục dược,Pharmacy
phục hóa,rise
phục hồi,rehibilitate
phục hưng,Renaissance
phục kích,ambush
phục linh,Phuc Linh
phục mệnh,fate
phục phịch,gross
phục quốc,nation
phục sinh,Easter
phục sức,uniform
phục thiện,improve behavior
phục thù,requite
phục tòng,slavish
phục tội,sin
phục tùng,obey
phục vị,submit
phục viên,uniform
phục vụ,service
phủi,rag
phun,spray
phun mưa,rain
phùn phụt,drizzle
phún xuất,Export
phung,Phung
phung phá,dissipation
phung phí,waste
phung phúng,leprosy
phùng,puff
phủng,lingering
phúng dụ,lure
phúng phính,chubby
phúng viếng,random
phụng,serve
phụng chỉ,Phung only
phụng dưỡng,nourishment
phụng hoàng,Phoenix
phụng mệnh,serve
phụng sự,serving
phụng thờ,worship
phút,minute
phút chốc,moment
phút đâu,minute
phụt,stuff
phứa,puffy
phứa phựa,grace
phức hợp,complex
phức số,complex
phức tạp,complex
phưng phức,complex
phước,blessing
phưỡn,puff
phướn,banner
phương,direction
phương án,plan
phương châm,motto
phương chi,Phuong Chi
phương diện,aspect
phương giải,method
phương hại,harm
phương hướng,direction
phương kế,device
phương ngôn,proverb
phương pháp,method
phương phi,Phi Phi
phương sách,resort
phương tây,The West
phương thuốc,remedy
phương thức,method
phương tiện,vehicle
phương trình,equation
phương trưởng,Leader
phương trượng,cadre
phường,ward
phường chèo,rowing ward
phường hội,guilds
phường tuồng,Tuong ward
phượng,Phoenix
phượng hoàng,Phoenix
phượng tây,phoenix
phượu,phuu
phứt,puff
phựt,phut
pi,pi
pi-a-nô,pi-a
pi-ni-xi-lin,pi-ni-xi-lin
pi-rít,Pi-Rit
pin,pin
pin khô,dry battery
pla-tin,Pla-tin
pô-pơ-lin,Pôphin
pô-tát,Po-slapped
prô-tê-in,Prô-Tê-In
prô-tit,Pro-Tit
prô-tôn,Pro-Ton
qua,via
qua cầu,cross
qua chuyện,through
qua đời,death
qua lại,back and forth
qua lần,over
qua loa,via speaker
qua lọc,through filter
qua ngày,day by day
qua quít,tangle
quà,gift
quà cáp,gift
quả,fruit
quả báo,Retribution
quả cảm,brave
quả cân,weight
quả cật,kidney
quả đấm,punch
quả đất,earthen
quả là,indeed
quả lắc,Bob
quả nhân,kernel
quả nhiên,indeed
quả phụ,widow
quả phúc,fruitfulness
quả quyết,assertive
quả tang,mourning
 quả thế,fruit
quả thực,indeed
quả tình,love
quả tối,dark
quả vậy,so
quá,too
quá bán,exaggerate
quá bộ,too
quá cảnh,transit
quá chén,too
quá chừng,exceedingly
quá cố,dying
quá đáng,excessive
quá độ,excess
quá đỗi,so
quá giang,hitchhike
quá khích,extreme
quá khổ,oversized
quá khứ,past
quá lắm,so much
quá lời,oversay
quá lứa,overbear
quá quan,too
quá quắt,too
quá sức,Overwhelme
quá tay,over -hand
quá trình,progress
quá trớn,too much
quá ư,too
quá vãng,past
quạ,raven
quạ cái,raven
quạ mổ,raven
quác,quake
quác quác,quartic
quạc,wavering
quạc,wavering
