Index,Target,Response
60,thiết bị mạng,"['thiện tân', 'thiên táng', 'thiên tào', 'thiên tạo', 'thiên tẹo', 'thiên thạch', 'thiên thạch đá', 'thiên thạch sắt', 'thiên thạch sắt đá', 'thiên thai', 'thiên thần', 'thiên thanh', 'thiên thể', 'thiển thổ', 'thiên thời', 'thiên thu', 'thiên thư', 'thiện thuật', 'thiên tiên', 'thiện tiện', 'thiên tính', 'thiên toán', 'thiền tông', 'thiền trà', 'thiền trai', 'thiên tri', 'thiện trí', 'thiên triều', 'thiên triệu', 'thiên trù', 'thiên trúc', 'thiện trung', 'thiên trường', 'thiên truỵ', 'thiên trụy', 'thiên tư', 'thiên tứ', 'thiên tử', 'thiên tử nhất văn', 'thiên tuế', 'thiên tướng', 'thiên uy', 'thiện và ác', 'thiên vàn', 'thiên văn', 'thiện văn', 'thiên văn đo lường', 'thiên văn hàng hải', 'thiên văn học', 'thiên văn học ngoài khí quyển', 'thiên văn sao', 'thiên văn trắc địa', 'thiên văn vô tuyến', 'thiên vị', 'thiên võ cốc', 'thiên vực (sông)', 'thiên vương tinh', 'thiên xà', 'thiện xạ', 'thiên xích đạo', 'thiển ý', 'thiện ý', 'thiêng', 'thiêng liêng', 'thiếp', 'thiệp', 'thiếp canh', 'thiếp danh', 'thiếp lan đình', 'thiệp liệp', 'thiếp phục', 'thiệp thế', 'thiếp tuyết', 'thiết', 'thiệt', 'thiết án', 'thiết bảng', 'thiết bì', 'thiết bị', 'thiết bị an ninh hàng không', 'thiết bị bức xạ', 'thiết bị công nghệ', 'thiết bị công trình', 'thiết bị đầu cuối', 'thiết bị đẩy', 'thiết bị dạy học', 'thiết bị điện tử chuyên dùng', 'thiết bị điện tử gia dụng', 'thiết bị điện tử nghe nhìn', 'thiết bị đo', 'thiết bị đo đếm điện', 'thiết bị động lực', 'thiết bị dụng cụ thể thao', 'thiết bị hạt nhân', 'thiết bị hiển thị', 'thiết bị in của máy tính số', 'thiết bị khử từ', 'thiết bị lạnh', 'thiết bị lấy điện', 'thiết bị mạng']"
60,thiết kế kỹ thuật,"['thiên văn học ngoài khí quyển', 'thiên văn sao', 'thiên văn trắc địa', 'thiên văn vô tuyến', 'thiên vị', 'thiên võ cốc', 'thiên vực (sông)', 'thiên vương tinh', 'thiên xà', 'thiện xạ', 'thiên xích đạo', 'thiển ý', 'thiện ý', 'thiêng', 'thiêng liêng', 'thiếp', 'thiệp', 'thiếp canh', 'thiếp danh', 'thiếp lan đình', 'thiệp liệp', 'thiếp phục', 'thiệp thế', 'thiếp tuyết', 'thiết', 'thiệt', 'thiết án', 'thiết bảng', 'thiết bì', 'thiết bị', 'thiết bị an ninh hàng không', 'thiết bị bức xạ', 'thiết bị công nghệ', 'thiết bị công trình', 'thiết bị đầu cuối', 'thiết bị đẩy', 'thiết bị dạy học', 'thiết bị điện tử chuyên dùng', 'thiết bị điện tử gia dụng', 'thiết bị điện tử nghe nhìn', 'thiết bị đo', 'thiết bị đo đếm điện', 'thiết bị động lực', 'thiết bị dụng cụ thể thao', 'thiết bị hạt nhân', 'thiết bị hiển thị', 'thiết bị in của máy tính số', 'thiết bị khử từ', 'thiết bị lạnh', 'thiết bị lấy điện', 'thiết bị mạng', 'thiết bị nâng chuyển', 'thiết bị ngoại vi', 'thiết bị nhiếp ảnh', 'thiết bị nồi hơi', 'thiết bị phản ứng', 'thiết bị phóng tên lửa', 'thiết bị rà phá mìn', 'thiết bị số', 'thiết bị tách khí', 'thiết bị tầu bay', 'thiết bị thoát nước', 'thiết bị thông gió đầu lọc', 'thiết bị tiếp phát', 'thiết bị tiêu năng', 'thiết bị viễn thông', 'thiết bị viễn thông đầu cuối thuê bao', 'thiết bị vô tuyến điện', 'thiết chẩn', 'thiết chế', 'thiết chế văn hoá', 'thiết chế xã hội', 'thiệt chiến', 'thiết cốt', 'thiết diện', 'thiết diện cônic', 'thiết diện thẳng góc', 'thiết đồ', 'thiết đoàn', 'thiết dụng', 'thiết giáp', 'thiết giáp hạm', 'thiệt hại', 'thiệt hại đáng kể cho ngành sản xuất trong nước', 'thiệt hại nghiêm trọng cho ngành sản xuất trong nước', 'thiệt hại về chất lượng', 'thiệt hơn', 'thiết kế', 'thiết kế bản vẽ thi công', 'thiết kế bố trí mạch tích hợp bán dẫn', 'thiết kế có máy tính hỗ trợ', 'thiết kế cơ sở', 'thiết kế điển hình', 'thiết kế đô thị', 'thiết kế dữ liệu', 'thiết kế giao diện', 'thiết kế hệ thống', 'thiết kế hướng đối tượng', 'thiết kế kiến trúc', 'thiết kế kỹ thuật']"
60,thiệu giang,"['thiết bị lấy điện', 'thiết bị mạng', 'thiết bị nâng chuyển', 'thiết bị ngoại vi', 'thiết bị nhiếp ảnh', 'thiết bị nồi hơi', 'thiết bị phản ứng', 'thiết bị phóng tên lửa', 'thiết bị rà phá mìn', 'thiết bị số', 'thiết bị tách khí', 'thiết bị tầu bay', 'thiết bị thoát nước', 'thiết bị thông gió đầu lọc', 'thiết bị tiếp phát', 'thiết bị tiêu năng', 'thiết bị viễn thông', 'thiết bị viễn thông đầu cuối thuê bao', 'thiết bị vô tuyến điện', 'thiết chẩn', 'thiết chế', 'thiết chế văn hoá', 'thiết chế xã hội', 'thiệt chiến', 'thiết cốt', 'thiết diện', 'thiết diện cônic', 'thiết diện thẳng góc', 'thiết đồ', 'thiết đoàn', 'thiết dụng', 'thiết giáp', 'thiết giáp hạm', 'thiệt hại', 'thiệt hại đáng kể cho ngành sản xuất trong nước', 'thiệt hại nghiêm trọng cho ngành sản xuất trong nước', 'thiệt hại về chất lượng', 'thiệt hơn', 'thiết kế', 'thiết kế bản vẽ thi công', 'thiết kế bố trí mạch tích hợp bán dẫn', 'thiết kế có máy tính hỗ trợ', 'thiết kế cơ sở', 'thiết kế điển hình', 'thiết kế đô thị', 'thiết kế dữ liệu', 'thiết kế giao diện', 'thiết kế hệ thống', 'thiết kế hướng đối tượng', 'thiết kế kiến trúc', 'thiết kế kỹ thuật', 'thiết kế kỹ thuật - thi công', 'thiết kế loại', 'thiết kế mẫu', 'thiết kế môđun', 'thiết kế ngược', 'thiết kế sơ bộ', 'thiết kết sơ bộ', 'thiệt kiếm thần phong', 'thiết lập', 'thiết lập quan hệ ngoại giao', 'thiết lộ', 'thiệt mạng', 'thiết mộc', 'thiết nghĩ', 'thiết ống', 'thiết phủ', 'thiết quân luật', 'thiết sam', 'thiết tha', 'thiệt thà', 'thiết thạch', 'thiết thân', 'thiệt thân', 'thiệt thòi', 'thiết thực', 'thiệt tình', 'thiết tưởng', 'thiết vị', 'thiết xa vận', 'thiết yếu', 'thiêu', 'thiếu', 'thiều', 'thiểu', 'thiếu ăn', 'thiếu bảo', 'thiếu chất dinh dưỡng', 'thiệu châu', 'thiệu chính', 'thiệu công', 'thiếu điều', 'thiếu dinh dưỡng', 'thiệu đô', 'thiếu đoạn', 'thiệu dương', 'thiếu dưỡng trấp', 'thiệu duy', 'thiếu gì', 'thiệu giang']"
60,thiệu tân,"['thiết kế kiến trúc', 'thiết kế kỹ thuật', 'thiết kế kỹ thuật - thi công', 'thiết kế loại', 'thiết kế mẫu', 'thiết kế môđun', 'thiết kế ngược', 'thiết kế sơ bộ', 'thiết kết sơ bộ', 'thiệt kiếm thần phong', 'thiết lập', 'thiết lập quan hệ ngoại giao', 'thiết lộ', 'thiệt mạng', 'thiết mộc', 'thiết nghĩ', 'thiết ống', 'thiết phủ', 'thiết quân luật', 'thiết sam', 'thiết tha', 'thiệt thà', 'thiết thạch', 'thiết thân', 'thiệt thân', 'thiệt thòi', 'thiết thực', 'thiệt tình', 'thiết tưởng', 'thiết vị', 'thiết xa vận', 'thiết yếu', 'thiêu', 'thiếu', 'thiều', 'thiểu', 'thiếu ăn', 'thiếu bảo', 'thiếu chất dinh dưỡng', 'thiệu châu', 'thiệu chính', 'thiệu công', 'thiếu điều', 'thiếu dinh dưỡng', 'thiệu đô', 'thiếu đoạn', 'thiệu dương', 'thiếu dưỡng trấp', 'thiệu duy', 'thiếu gì', 'thiệu giang', 'thiệu giao', 'thiêu hoá', 'thiêu hóa', 'thiệu hoá', 'thiệu hoà', 'thiệu hợp', 'thiệu hưng', 'thiêu hương', 'thiếu hụt', 'thiếu hụt áp suất khuếch tán', 'thiêu hủy', 'thiêu kết', 'thiệu khánh', 'thiếu lăng', 'thiệu long', 'thiệu lý', 'thiếu mặt', 'thiếu mật, vô đởm', 'thiếu máu', 'thiếu máu ác tính', 'thiếu máu cơ tim', 'thiếu máu cục bộ', 'thiệu minh', 'thiểu năng', 'thiểu năng tâm thần', 'thiểu não', 'thiệu ngọc', 'thiệu nguyên', 'thiều nhạc', 'thiếu nhi', 'thiếu niên', 'thiếu nữ', 'thiếu oxi', 'thiếu phó', 'thiếu phụ', 'thiệu phú', 'thiệu phúc', 'thiếu protein', 'thiều quang', 'thiệu quang', 'thiểu sắc', 'thiếu sáng', 'thiếu sắt', 'thiếu sinh quân', 'thiểu số', 'thiếu sót', 'thiếu tá', 'thiệu tâm', 'thiệu tân']"
60,thình lình,"['thiếu gì', 'thiệu giang', 'thiệu giao', 'thiêu hoá', 'thiêu hóa', 'thiệu hoá', 'thiệu hoà', 'thiệu hợp', 'thiệu hưng', 'thiêu hương', 'thiếu hụt', 'thiếu hụt áp suất khuếch tán', 'thiêu hủy', 'thiêu kết', 'thiệu khánh', 'thiếu lăng', 'thiệu long', 'thiệu lý', 'thiếu mặt', 'thiếu mật, vô đởm', 'thiếu máu', 'thiếu máu ác tính', 'thiếu máu cơ tim', 'thiếu máu cục bộ', 'thiệu minh', 'thiểu năng', 'thiểu năng tâm thần', 'thiểu não', 'thiệu ngọc', 'thiệu nguyên', 'thiều nhạc', 'thiếu nhi', 'thiếu niên', 'thiếu nữ', 'thiếu oxi', 'thiếu phó', 'thiếu phụ', 'thiệu phú', 'thiệu phúc', 'thiếu protein', 'thiều quang', 'thiệu quang', 'thiểu sắc', 'thiếu sáng', 'thiếu sắt', 'thiếu sinh quân', 'thiểu số', 'thiếu sót', 'thiếu tá', 'thiệu tâm', 'thiệu tân', 'thiêu thân', 'thiệu thắng', 'thiệu thành', 'thiệu thịnh', 'thiếu thời', 'thiếu thốn', 'thiểu thư', 'thiêu thủy', 'thiệu tiến', 'thiệu toán', 'thiếu trùng', 'thiệu trung', 'thiếu tướng', 'thiếu úy', 'thiệu vân', 'thiệu vận', 'thiệu viên', 'thiếu vitamin', 'thiệu vũ', 'thiệu yên', 'thím', 'thimbu', 'thìn', 'thìn hàn', 'thin thít', 'thính', 'thình', 'thỉnh', 'thịnh', 'thỉnh an', 'thỉnh cầu', 'thịnh đán', 'thịnh danh', 'thịnh đạt', 'thính đoán', 'thịnh đức', 'thịnh đường', 'thính giả', 'thính giác', 'thỉnh giảng', 'thỉnh giáo', 'thịnh hành', 'thính học', 'thịnh hưng', 'thinh không', 'thỉnh kinh', 'thịnh lang', 'thịnh liệt', 'thình lình']"
60,thiu thiu,"['thiệu tâm', 'thiệu tân', 'thiêu thân', 'thiệu thắng', 'thiệu thành', 'thiệu thịnh', 'thiếu thời', 'thiếu thốn', 'thiểu thư', 'thiêu thủy', 'thiệu tiến', 'thiệu toán', 'thiếu trùng', 'thiệu trung', 'thiếu tướng', 'thiếu úy', 'thiệu vân', 'thiệu vận', 'thiệu viên', 'thiếu vitamin', 'thiệu vũ', 'thiệu yên', 'thím', 'thimbu', 'thìn', 'thìn hàn', 'thin thít', 'thính', 'thình', 'thỉnh', 'thịnh', 'thỉnh an', 'thỉnh cầu', 'thịnh đán', 'thịnh danh', 'thịnh đạt', 'thính đoán', 'thịnh đức', 'thịnh đường', 'thính giả', 'thính giác', 'thỉnh giảng', 'thỉnh giáo', 'thịnh hành', 'thính học', 'thịnh hưng', 'thinh không', 'thỉnh kinh', 'thịnh lang', 'thịnh liệt', 'thình lình', 'thịnh lộc', 'thịnh long', 'thính lực kế', 'thỉnh mệnh', 'thính mũi', 'thính ngưỡng', 'thỉnh nguyện', 'thịnh nộ', 'thịnh quang', 'thịnh soạn', 'thịnh sơn', 'thịnh suy', 'thính tai', 'thịnh thành', 'thịnh thế', 'thính thị', 'thỉnh thị', 'thình thịch', 'thình thình', 'thỉnh thoảng', 'thịnh thời', 'thịnh tình', 'thịnh trị', 'thịnh vượng', 'thịnh ý', 'thioancol', 'thioaxit', 'thioete', 'thioglixerin', 'thiophen', 'thiophenol', 'thiophot', 'thiosunfat', 'thioure', 'thioxeton', 'thioxianat', 'thíp', 'thít', 'thịt', 'thịt lá', 'thịt mảnh', 'thịt miếng', 'thịt thà', 'thịt thực phẩm', 'thiu', 'thìu', 'thỉu', 'thiu người', 'thiu thiu']"
60,thọ cường,"['thịnh liệt', 'thình lình', 'thịnh lộc', 'thịnh long', 'thính lực kế', 'thỉnh mệnh', 'thính mũi', 'thính ngưỡng', 'thỉnh nguyện', 'thịnh nộ', 'thịnh quang', 'thịnh soạn', 'thịnh sơn', 'thịnh suy', 'thính tai', 'thịnh thành', 'thịnh thế', 'thính thị', 'thỉnh thị', 'thình thịch', 'thình thình', 'thỉnh thoảng', 'thịnh thời', 'thịnh tình', 'thịnh trị', 'thịnh vượng', 'thịnh ý', 'thioancol', 'thioaxit', 'thioete', 'thioglixerin', 'thiophen', 'thiophenol', 'thiophot', 'thiosunfat', 'thioure', 'thioxeton', 'thioxianat', 'thíp', 'thít', 'thịt', 'thịt lá', 'thịt mảnh', 'thịt miếng', 'thịt thà', 'thịt thực phẩm', 'thiu', 'thìu', 'thỉu', 'thiu người', 'thiu thiu', 'thiu thối', 'tho', 'thó', 'thò', 'thô', 'thố', 'thồ', 'thỏ', 'thơ', 'thổ', 'thọ', 'thớ', 'thờ', 'thở', 'thợ', 'thổ âm', 'thọ am tự thuyền', 'thọ an', 'thơ ấu', 'thợ bạc', 'thỏ bạc, ác vàng', 'thợ bạn', 'thô bạo', 'thở bất thường', 'thô bỉ', 'thổ binh', 'thổ bình', 'thọ bình', 'thọ bôi', 'thổ bùn', 'thơ ca', 'thợ cả', 'thổ cẩm', 'thổ canh', 'thợ cạo', 'thổ chất học', 'thổ châu', 'thớ chẻ', 'thổ chu', 'thợ chủ', 'thọ chung', 'thổ chướng', 'thơ cổ phong', 'thổ công', 'thổ cư', 'thợ cưa', 'thờ cúng', 'thờ cúng tổ tiên', 'thọ cường']"
60,thợ máy,"['thiu người', 'thiu thiu', 'thiu thối', 'tho', 'thó', 'thò', 'thô', 'thố', 'thồ', 'thỏ', 'thơ', 'thổ', 'thọ', 'thớ', 'thờ', 'thở', 'thợ', 'thổ âm', 'thọ am tự thuyền', 'thọ an', 'thơ ấu', 'thợ bạc', 'thỏ bạc, ác vàng', 'thợ bạn', 'thô bạo', 'thở bất thường', 'thô bỉ', 'thổ binh', 'thổ bình', 'thọ bình', 'thọ bôi', 'thổ bùn', 'thơ ca', 'thợ cả', 'thổ cẩm', 'thổ canh', 'thợ cạo', 'thổ chất học', 'thổ châu', 'thớ chẻ', 'thổ chu', 'thợ chủ', 'thọ chung', 'thổ chướng', 'thơ cổ phong', 'thổ công', 'thổ cư', 'thợ cưa', 'thờ cúng', 'thờ cúng tổ tiên', 'thọ cường', 'thổ đà bắc', 'thơ dại', 'thở dài', 'thổ dân', 'thọ dân', 'thơ đào', 'thợ đấu', 'thỏ đế', 'thổ đĩ', 'thổ địa', 'thọ diên', 'thợ điện', 'thở dốc', 'thổ đồng', 'thơ đường', 'thọ dương', 'thọ đường', 'thơ giao hưởng', 'thổ hà', 'thọ hải', 'thổ hào', 'thở hắt', 'thở hắt ra', 'thợ hồ', 'thổ hoàng', 'thở hồng hộc', 'thọ hợp', 'thổ huyết', 'thô kệch', 'thợ kèn', 'thổ kinh giới', 'thơ lại', 'thọ lam', 'thọ lâm', 'thỏ lạnh', 'thọ lập', 'thô lậu', 'thơ liên hoàn', 'thò lò', 'thô lố', 'thô lỗ', 'thổ lộ', 'thớ lợ', 'thọ lộc', 'thớ lớp', 'thơ luật đường', 'thợ mã', 'thở máy', 'thợ máy']"
60,thọ tân,"['thờ cúng tổ tiên', 'thọ cường', 'thổ đà bắc', 'thơ dại', 'thở dài', 'thổ dân', 'thọ dân', 'thơ đào', 'thợ đấu', 'thỏ đế', 'thổ đĩ', 'thổ địa', 'thọ diên', 'thợ điện', 'thở dốc', 'thổ đồng', 'thơ đường', 'thọ dương', 'thọ đường', 'thơ giao hưởng', 'thổ hà', 'thọ hải', 'thổ hào', 'thở hắt', 'thở hắt ra', 'thợ hồ', 'thổ hoàng', 'thở hồng hộc', 'thọ hợp', 'thổ huyết', 'thô kệch', 'thợ kèn', 'thổ kinh giới', 'thơ lại', 'thọ lam', 'thọ lâm', 'thỏ lạnh', 'thọ lập', 'thô lậu', 'thơ liên hoàn', 'thò lò', 'thô lố', 'thô lỗ', 'thổ lộ', 'thớ lợ', 'thọ lộc', 'thớ lớp', 'thơ luật đường', 'thợ mã', 'thở máy', 'thợ máy', 'thọ mệnh', 'thọ minh', 'thổ mộ', 'thổ mộc', 'thợ mộc', 'thô mộc (phong cách kiến trúc)', 'thơ mộng', 'thợ nề', 'thơ ngây', 'thổ nghi', 'thọ nghiệp', 'thợ ngõa', 'thọ ngọc', 'thổ ngơi', 'thợ ngôi', 'thổ ngữ', 'thơ ngụ ngôn', 'thợ nguội', 'thổ ngưu', 'thọ nguyên', 'thổ nhân', 'thổ nhĩ kì', 'thổ nhưỡng', 'thổ nhưỡng học', 'thổ nhưỡnghọc', 'thớ nứt', 'thờ ơ', 'thở phào', 'thổ phỉ', 'thớ phiến', 'thơ phú', 'thọ phú', 'thổ phục linh', 'thờ phụng', 'thổ quan', 'thọ quan', 'thở ra', 'thợ rào', 'thợ rèn', 'thỏ rừng', 'thổ sản', 'thợ săn', 'thọ sinh', 'thô sơ', 'thổ sơn', 'thọ sơn', 'thợ sơn', 'thổ tả', 'thọ tân']"
60,thỏa chí,"['thở máy', 'thợ máy', 'thọ mệnh', 'thọ minh', 'thổ mộ', 'thổ mộc', 'thợ mộc', 'thô mộc (phong cách kiến trúc)', 'thơ mộng', 'thợ nề', 'thơ ngây', 'thổ nghi', 'thọ nghiệp', 'thợ ngõa', 'thọ ngọc', 'thổ ngơi', 'thợ ngôi', 'thổ ngữ', 'thơ ngụ ngôn', 'thợ nguội', 'thổ ngưu', 'thọ nguyên', 'thổ nhân', 'thổ nhĩ kì', 'thổ nhưỡng', 'thổ nhưỡng học', 'thổ nhưỡnghọc', 'thớ nứt', 'thờ ơ', 'thở phào', 'thổ phỉ', 'thớ phiến', 'thơ phú', 'thọ phú', 'thổ phục linh', 'thờ phụng', 'thổ quan', 'thọ quan', 'thở ra', 'thợ rào', 'thợ rèn', 'thỏ rừng', 'thổ sản', 'thợ săn', 'thọ sinh', 'thô sơ', 'thổ sơn', 'thọ sơn', 'thợ sơn', 'thổ tả', 'thọ tân', 'thổ tang', 'thổ táng', 'thơ thẩn', 'thổ thần', 'thờ thẫn', 'thở than', 'thọ thắng', 'thọ thanh', 'thọ thành', 'thô tháp', 'thỏ thẻ', 'thọ thế', 'thọ thế bảo nguyên', 'thô thiển', 'thợ thơ', 'thơ thới', 'thơ thốt', 'thơ thớt', 'thố thủ', 'thợ thủ công', 'thợ thuyền', 'thổ ti', 'thọ tiên', 'thổ tinh', 'thổ trạch', 'thợ trời', 'thổ trước', 'thọ trường', 'thơ từ', 'thổ tù', 'thờ tự', 'thố tử cẩu phanh', 'thố tử hồ bi', 'thơ tứ tuyệt', 'thô tục', 'thổ ty', 'thọ văn', 'thơ văn xuôi', 'thọ vinh', 'thờ vọng', 'thọ vực', 'thợ xẻ', 'thọ xuân', 'thọ xương', 'thoa', 'thòa', 'thõa', 'thỏa', 'thỏa chí']"
60,thoái hoá mỡ,"['thổ tả', 'thọ tân', 'thổ tang', 'thổ táng', 'thơ thẩn', 'thổ thần', 'thờ thẫn', 'thở than', 'thọ thắng', 'thọ thanh', 'thọ thành', 'thô tháp', 'thỏ thẻ', 'thọ thế', 'thọ thế bảo nguyên', 'thô thiển', 'thợ thơ', 'thơ thới', 'thơ thốt', 'thơ thớt', 'thố thủ', 'thợ thủ công', 'thợ thuyền', 'thổ ti', 'thọ tiên', 'thổ tinh', 'thổ trạch', 'thợ trời', 'thổ trước', 'thọ trường', 'thơ từ', 'thổ tù', 'thờ tự', 'thố tử cẩu phanh', 'thố tử hồ bi', 'thơ tứ tuyệt', 'thô tục', 'thổ ty', 'thọ văn', 'thơ văn xuôi', 'thọ vinh', 'thờ vọng', 'thọ vực', 'thợ xẻ', 'thọ xuân', 'thọ xương', 'thoa', 'thòa', 'thõa', 'thỏa', 'thỏa chí', 'thoả chí tang bồng', 'thỏa đáng', 'thóa diện', 'thoả hiệp', 'thỏa hiệp', 'thỏa hiệp án', 'thoả lòng', 'thỏa lòng', 'thóa mạ', 'thoả mãn', 'thỏa mãn', 'thỏa nguyện', 'thỏa thích', 'thoả thuận', 'thỏa thuận', 'thoả thuận cho vay lại', 'thoả thuận chung', 'thỏa thuận chung', 'thoả thuận công nhận lẫn nhau', 'thoả thuận đa phương', 'thoả thuận đơn phương', 'thoả thuận hạn chế tự nguyện', 'thoả thuận ngầm', 'thỏa thuận ngầm', 'thoả thuận quốc tế', 'thỏa thuận quốc tế', 'thoả thuận song phương', 'thỏa thuận thi hành quyết định', 'thoả thuận thừa nhận', 'thoả thuận trọng tài', 'thoả thuận tượng trưng', 'thỏa thuê', 'thỏa ước', 'thỏa ước lao động tập thể', 'thoả ước mađrit về đăng kí quốc tế nhãn hiệu hàng hoá', 'thoái', 'thoải', 'thoại', 'thoái binh', 'thoái bộ', 'thoái chí', 'thoại giang', 'thoái hoá', 'thoái hóa', 'thoái hoá biến chất', 'thoái hoá dạng bột', 'thoái hoá đốt', 'thoái hoá khớp', 'thoái hoá mỡ']"
60,thoát ra,"['thỏa', 'thỏa chí', 'thoả chí tang bồng', 'thỏa đáng', 'thóa diện', 'thoả hiệp', 'thỏa hiệp', 'thỏa hiệp án', 'thoả lòng', 'thỏa lòng', 'thóa mạ', 'thoả mãn', 'thỏa mãn', 'thỏa nguyện', 'thỏa thích', 'thoả thuận', 'thỏa thuận', 'thoả thuận cho vay lại', 'thoả thuận chung', 'thỏa thuận chung', 'thoả thuận công nhận lẫn nhau', 'thoả thuận đa phương', 'thoả thuận đơn phương', 'thoả thuận hạn chế tự nguyện', 'thoả thuận ngầm', 'thỏa thuận ngầm', 'thoả thuận quốc tế', 'thỏa thuận quốc tế', 'thoả thuận song phương', 'thỏa thuận thi hành quyết định', 'thoả thuận thừa nhận', 'thoả thuận trọng tài', 'thoả thuận tượng trưng', 'thỏa thuê', 'thỏa ước', 'thỏa ước lao động tập thể', 'thoả ước mađrit về đăng kí quốc tế nhãn hiệu hàng hoá', 'thoái', 'thoải', 'thoại', 'thoái binh', 'thoái bộ', 'thoái chí', 'thoại giang', 'thoái hoá', 'thoái hóa', 'thoái hoá biến chất', 'thoái hoá dạng bột', 'thoái hoá đốt', 'thoái hoá khớp', 'thoái hoá mỡ', 'thoái hôn', 'thoại kịch', 'thoái lui', 'thoải mái', 'thoái ngũ', 'thoái nhiệt', 'thoái phôi vị', 'thoại sơn', 'thoái thác', 'thoai thoải', 'thoải thoải', 'thoái thủ', 'thoái trào', 'thoái triển', 'thoái triều', 'thoái vị', 'thoán', 'thoán cải', 'thoán đoạt', 'thoán nghịch', 'thoăn thoắt', 'thoán vị', 'thoáng', 'thoắng', 'thoảng', 'thoáng đãng', 'thoáng khí', 'thoang thoáng', 'thoang thoảng', 'thoát', 'thoắt', 'thoạt', 'thoát cacbon', 'thoạt đầu', 'thoát hiểm', 'thoát hoan', 'thoát hơi nước', 'thoạt kỳ thuỷ', 'thoạt kỳ thùy', 'thoát ly', 'thoát nạn', 'thoát nợ', 'thoát nước', 'thoát nước kiểu áp mái', 'thoát nước kiểu gối phẳng', 'thoát nước kiểu hỗn hợp', 'thoát nước kiểu lăng trụ', 'thoát nước kiểu ống', 'thoát ra']"
60,thoi cơ,"['thoái hoá khớp', 'thoái hoá mỡ', 'thoái hôn', 'thoại kịch', 'thoái lui', 'thoải mái', 'thoái ngũ', 'thoái nhiệt', 'thoái phôi vị', 'thoại sơn', 'thoái thác', 'thoai thoải', 'thoải thoải', 'thoái thủ', 'thoái trào', 'thoái triển', 'thoái triều', 'thoái vị', 'thoán', 'thoán cải', 'thoán đoạt', 'thoán nghịch', 'thoăn thoắt', 'thoán vị', 'thoáng', 'thoắng', 'thoảng', 'thoáng đãng', 'thoáng khí', 'thoang thoáng', 'thoang thoảng', 'thoát', 'thoắt', 'thoạt', 'thoát cacbon', 'thoạt đầu', 'thoát hiểm', 'thoát hoan', 'thoát hơi nước', 'thoạt kỳ thuỷ', 'thoạt kỳ thùy', 'thoát ly', 'thoát nạn', 'thoát nợ', 'thoát nước', 'thoát nước kiểu áp mái', 'thoát nước kiểu gối phẳng', 'thoát nước kiểu hỗn hợp', 'thoát nước kiểu lăng trụ', 'thoát nước kiểu ống', 'thoát ra', 'thoát sáo', 'thoát thai', 'thoát thân', 'thoắt thoắt', 'thoạt tiên', 'thoát tội', 'thoát trần', 'thoát tục', 'thoát vị', 'thoát vị bẹn', 'thoát vị đùi', 'thoát vị nghẽn', 'thoát vị rốn', 'thoát xác', 'thoát y vũ', 'thóc', 'thốc', 'thọc', 'thộc', 'thóc gạo', 'thọc gậy bánh xe', 'thóc khắn', 'thóc khao quân', 'thọc léc', 'thóc lúa', 'thóc mách', 'thọc sâu', 'thóc thách', 'thốc tháo', 'thoi', 'thói', 'thòi', 'thôi', 'thối', 'thồi', 'thỏi', 'thổi', 'thời', 'thới an', 'thới an đông', 'thới an hội', 'thời bệnh', 'thới bình', 'thời bình', 'thời buổi', 'thối chi', 'thối chí', 'thời chiến', 'thoi cơ']"
